date,code,open,high,low,close,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,isST
2020-09-01,sh.000032,1068.2582,1071.8863,1065.3294,1071.5249,727171400,3246835851.0000,3,0.192149,1,0.145528,0.000000,0.000000,0.000000,0.000000,0
2020-09-02,sh.000032,1071.1252,1071.6179,1057.2214,1063.5501,872414200,3551475853.0000,3,0.230529,1,-0.744248,0.000000,0.000000,0.000000,0.000000,0
2020-09-03,sh.000032,1064.3222,1075.0911,1060.8513,1063.6611,988221700,4007633549.0000,3,0.261130,1,0.010437,0.000000,0.000000,0.000000,0.000000,0
2020-09-04,sh.000032,1053.6082,1061.9817,1048.1799,1060.1397,867922700,3815604047.0000,3,0.229342,1,-0.331064,0.000000,0.000000,0.000000,0.000000,0
2020-09-07,sh.000032,1058.8079,1066.3734,1050.2752,1051.4451,850761000,3733237584.0000,3,0.224807,1,-0.820137,0.000000,0.000000,0.000000,0.000000,0
2020-09-08,sh.000032,1052.4029,1077.1500,1051.9159,1077.1330,1747474800,6183855749.0000,3,0.461756,1,2.443104,0.000000,0.000000,0.000000,0.000000,0
2020-09-09,sh.000032,1067.8902,1086.3328,1066.2327,1073.2027,2449712300,7598447867.0000,3,0.647317,1,-0.364885,0.000000,0.000000,0.000000,0.000000,0
2020-09-10,sh.000032,1079.0310,1081.8444,1056.2109,1059.5112,1840322300,6329058853.0000,3,0.486291,1,-1.275761,0.000000,0.000000,0.000000,0.000000,0
2020-09-11,sh.000032,1054.5605,1055.5557,1043.4855,1051.3334,1011547000,4055385851.0000,3,0.267293,1,-0.771846,0.000000,0.000000,0.000000,0.000000,0
2020-09-14,sh.000032,1051.9949,1054.5753,1046.9977,1052.6007,797047900,3036407345.0000,3,0.210614,1,0.120542,0.000000,0.000000,0.000000,0.000000,0
2020-09-15,sh.000032,1051.8356,1054.4776,1046.5603,1052.0125,642090400,2449996183.0000,3,0.169667,1,-0.055881,0.000000,0.000000,0.000000,0.000000,0
2020-09-16,sh.000032,1052.4231,1064.2525,1049.4599,1059.6818,806926900,3278845309.0000,3,0.213224,1,0.729012,0.000000,0.000000,0.000000,0.000000,0
2020-09-17,sh.000032,1059.8974,1066.6893,1055.6677,1057.1711,797617600,3324119846.0000,3,0.210764,1,-0.236930,0.000000,0.000000,0.000000,0.000000,0
2020-09-18,sh.000032,1059.9088,1085.5079,1057.9920,1083.5844,1152150900,6025535732.0000,3,0.304447,1,2.498489,0.000000,0.000000,0.000000,0.000000,0
2020-09-21,sh.000032,1086.3323,1087.7096,1078.3857,1082.9288,870718100,4596009020.0000,3,0.230080,1,-0.060503,0.000000,0.000000,0.000000,0.000000,0
2020-09-22,sh.000032,1073.0813,1073.0813,1056.7743,1058.8084,812934100,3786134801.0000,3,0.214811,1,-2.227330,0.000000,0.000000,0.000000,0.000000,0
2020-09-23,sh.000032,1061.9863,1063.7632,1051.9326,1053.9318,600758500,2698312990.0000,3,0.158746,1,-0.460574,0.000000,0.000000,0.000000,0.000000,0
2020-09-24,sh.000032,1048.7043,1048.9088,1034.3888,1036.8633,823166500,3269082851.0000,3,0.216269,1,-1.619507,0.000000,0.000000,0.000000,0.000000,0
2020-09-25,sh.000032,1041.9038,1047.2905,1038.2424,1040.7076,539363600,2478762519.0000,3,0.141706,1,0.370762,0.000000,0.000000,0.000000,0.000000,0
2020-09-28,sh.000032,1046.0555,1059.4259,1046.0555,1050.1608,664296700,3531699799.0000,3,0.174529,1,0.908344,0.000000,0.000000,0.000000,0.000000,0
2020-09-29,sh.000032,1051.3611,1051.4771,1043.8915,1044.3908,526359200,2788345790.0000,3,0.138289,1,-0.549440,0.000000,0.000000,0.000000,0.000000,0
2020-09-30,sh.000032,1043.1426,1044.3318,1028.4199,1033.8693,588730900,3068247327.0000,3,0.154676,1,-1.007429,0.000000,0.000000,0.000000,0.000000,0
