date,code,open,high,low,close,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,isST
2020-09-01,sh.000036,17864.7938,17956.4162,17663.7096,17956.4162,603878500,25065330354.0000,3,1.225072,1,0.183130,0.000000,0.000000,0.000000,0.000000,0
2020-09-02,sh.000036,18082.8714,18210.3222,17914.6505,18166.6692,717940000,25095392959.0000,3,1.456466,1,1.170907,0.000000,0.000000,0.000000,0.000000,0
2020-09-03,sh.000036,18162.0456,18455.6769,17732.1345,17837.7571,673315300,28708582521.0000,3,1.365937,1,-1.810525,0.000000,0.000000,0.000000,0.000000,0
2020-09-04,sh.000036,17362.5770,17372.6355,17072.9837,17251.7199,580764000,26309749814.0000,3,1.178180,1,-3.285375,0.000000,0.000000,0.000000,0.000000,0
2020-09-07,sh.000036,17199.7859,17320.6122,16527.8851,16643.8063,607065000,25322553979.0000,3,1.231537,1,-3.523785,0.000000,0.000000,0.000000,0.000000,0
2020-09-08,sh.000036,16671.6820,16766.2356,16363.1642,16656.1491,524489600,22517470422.0000,3,1.064018,1,0.074159,0.000000,0.000000,0.000000,0.000000,0
2020-09-09,sh.000036,16386.8453,16400.8276,15937.8403,16089.6695,544257500,19101792848.0000,3,1.104121,1,-3.401024,0.000000,0.000000,0.000000,0.000000,0
2020-09-10,sh.000036,16312.4270,16496.8598,16117.8048,16161.1101,481240900,18388176272.0000,3,0.976281,1,0.444015,0.000000,0.000000,0.000000,0.000000,0
2020-09-11,sh.000036,16135.4105,16500.6825,16096.8681,16476.0800,436821000,18966079001.0000,3,0.886167,1,1.948937,0.000000,0.000000,0.000000,0.000000,0
2020-09-14,sh.000036,16692.3408,16704.3037,16452.7150,16537.8904,547509000,22067588097.0000,3,1.110717,1,0.375152,0.000000,0.000000,0.000000,0.000000,0
2020-09-15,sh.000036,16542.6752,16745.8796,16464.4949,16727.7361,479856300,17551052777.0000,3,0.973472,1,1.147944,0.000000,0.000000,0.000000,0.000000,0
2020-09-16,sh.000036,16742.0784,16817.3873,16440.0323,16519.4000,432451300,15826861531.0000,3,0.877302,1,-1.245453,0.000000,0.000000,0.000000,0.000000,0
2020-09-17,sh.000036,16410.9742,16411.4183,16060.5967,16258.1146,509080300,24998905624.0000,3,1.032758,1,-1.581688,0.000000,0.000000,0.000000,0.000000,0
2020-09-18,sh.000036,16209.6349,16441.5367,16064.8048,16441.3270,450848800,19996844557.0000,3,0.914625,1,1.126898,0.000000,0.000000,0.000000,0.000000,0
2020-09-21,sh.000036,16380.9815,16408.9144,16195.7593,16237.8931,418208800,14658316819.0000,3,0.848043,1,-1.237333,0.000000,0.000000,0.000000,0.000000,0
2020-09-22,sh.000036,16124.7854,16379.4422,16102.7329,16157.8576,345127300,13021762463.0000,3,0.699848,1,-0.492893,0.000000,0.000000,0.000000,0.000000,0
2020-09-23,sh.000036,16135.7934,16351.3213,15999.5511,16303.2015,355716800,16729847862.0000,3,0.721322,1,0.899525,0.000000,0.000000,0.000000,0.000000,0
2020-09-24,sh.000036,16206.4637,16297.7752,15982.3469,15998.1258,447273300,16444976820.0000,3,0.906980,1,-1.871263,0.000000,0.000000,0.000000,0.000000,0
2020-09-25,sh.000036,16074.5114,16193.8182,16041.7811,16081.4822,306630200,12318975747.0000,3,0.621784,1,0.521039,0.000000,0.000000,0.000000,0.000000,0
2020-09-28,sh.000036,16182.1018,16315.9016,16104.3831,16140.9361,382338400,15210668251.0000,3,0.775305,1,0.369704,0.000000,0.000000,0.000000,0.000000,0
2020-09-29,sh.000036,16264.3418,16313.2662,16086.4884,16244.3687,325148300,12157752765.0000,3,0.659335,1,0.640809,0.000000,0.000000,0.000000,0.000000,0
2020-09-30,sh.000036,16302.7280,16602.5658,16257.4253,16354.6537,340095200,15146343219.0000,3,0.689644,1,0.678912,0.000000,0.000000,0.000000,0.000000,0
