date,code,open,high,low,close,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,isST
2021-02-01,sh.000110,3022.2619,3067.0780,3009.3779,3058.9722,616407900,4868714178.0000,3,0.885424,1,0.674164,0.000000,0.000000,0.000000,0.000000,0
2021-02-02,sh.000110,3055.9894,3078.1428,3038.5863,3045.5004,614352600,5104657803.0000,3,0.861380,1,-0.440403,0.000000,0.000000,0.000000,0.000000,0
2021-02-03,sh.000110,3040.0785,3066.9637,3006.8834,3043.2031,626397800,5222027987.0000,3,0.878269,1,-0.075433,0.000000,0.000000,0.000000,0.000000,0
2021-02-04,sh.000110,3031.0250,3073.6861,3004.9193,3019.5870,695415800,5758967900.0000,3,0.975038,1,-0.776028,0.000000,0.000000,0.000000,0.000000,0
2021-02-05,sh.000110,3020.8348,3081.5321,3019.3291,3059.2802,757838400,6279796899.0000,3,1.062558,1,1.314524,0.000000,0.000000,0.000000,0.000000,0
2021-02-08,sh.000110,3053.1728,3053.6872,3006.3381,3027.5477,626413800,5101609302.0000,3,1.053889,1,-1.037254,0.000000,0.000000,0.000000,0.000000,0
2021-02-09,sh.000110,3024.3425,3044.1647,3006.8433,3043.6450,515523600,4210855511.0000,3,0.722811,1,0.531694,0.000000,0.000000,0.000000,0.000000,0
2021-02-10,sh.000110,3029.8702,3064.3917,3007.6423,3018.0350,617682300,4892010037.0000,3,0.866047,1,-0.841425,0.000000,0.000000,0.000000,0.000000,0
2021-02-18,sh.000110,3044.0070,3104.3869,3040.9342,3083.3844,793609300,6150256955.0000,3,1.335181,1,2.165296,0.000000,0.000000,0.000000,0.000000,0
2021-02-19,sh.000110,3076.6700,3179.1821,3071.6303,3177.5457,843655900,6475862069.0000,3,1.182882,1,3.053829,0.000000,0.000000,0.000000,0.000000,0
2021-02-22,sh.000110,3172.8966,3228.1708,3169.8093,3170.7603,926455300,7311466881.0000,3,1.558683,1,-0.213542,0.000000,0.000000,0.000000,0.000000,0
2021-02-23,sh.000110,3160.0007,3203.9819,3157.7312,3172.5250,709104000,6281215616.0000,3,0.994228,1,0.055655,0.000000,0.000000,0.000000,0.000000,0
2021-02-24,sh.000110,3168.2157,3196.0895,3118.2756,3139.0579,774982800,6412573560.0000,3,1.086596,1,-1.054904,0.000000,0.000000,0.000000,0.000000,0
2021-02-25,sh.000110,3151.4757,3222.2949,3144.3660,3190.4719,1062801500,7518897063.0000,3,1.490144,1,1.637880,0.000000,0.000000,0.000000,0.000000,0
2021-02-26,sh.000110,3139.8293,3165.5925,3103.9242,3110.9230,812000900,5782223008.0000,3,1.138499,1,-2.493327,0.000000,0.000000,0.000000,0.000000,0
