date,code,open,high,low,close,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,isST
2021-02-01,sh.000993,6799.4182,6864.7434,6770.7154,6845.5934,7280251100,118941949836.0000,3,2.156216,1,0.712268,0.000000,0.000000,0.000000,0.000000,0
2021-02-02,sh.000993,6858.6803,6910.9215,6812.0606,6906.2592,7053968400,121579125586.4000,3,2.087350,1,0.886202,0.000000,0.000000,0.000000,0.000000,0
2021-02-03,sh.000993,6897.2769,6897.2769,6692.8037,6693.7309,7954658900,139613113365.9000,3,2.349186,1,-3.077329,0.000000,0.000000,0.000000,0.000000,0
2021-02-04,sh.000993,6664.4546,6673.5889,6455.1913,6592.9942,8540295600,150054474445.9000,3,2.521814,1,-1.504941,0.000000,0.000000,0.000000,0.000000,0
2021-02-05,sh.000993,6596.9451,6614.3524,6433.6718,6433.6718,6558068700,108760315265.0000,3,1.936445,1,-2.416541,0.000000,0.000000,0.000000,0.000000,0
2021-02-08,sh.000993,6452.3993,6556.7975,6416.5950,6493.5935,5501887400,97305347497.9000,3,1.672470,1,0.931376,0.000000,0.000000,0.000000,0.000000,0
2021-02-09,sh.000993,6521.5792,6667.0588,6502.0145,6657.1310,5593228200,100572246809.9000,3,1.650277,1,2.518444,0.000000,0.000000,0.000000,0.000000,0
2021-02-10,sh.000993,6677.3134,6783.4855,6646.7741,6773.1546,5764090900,106294304773.3000,3,1.700529,1,1.742847,0.000000,0.000000,0.000000,0.000000,0
2021-02-18,sh.000993,6885.6710,6920.9250,6810.7891,6823.9649,7555579100,136379961955.2000,3,2.295680,1,0.750172,0.000000,0.000000,0.000000,0.000000,0
2021-02-19,sh.000993,6802.6432,6910.0861,6754.1741,6904.3599,7533987400,128069425660.7000,3,2.229647,1,1.178127,0.000000,0.000000,0.000000,0.000000,0
2021-02-22,sh.000993,6912.5168,6947.6945,6787.8631,6787.9954,9182166300,149723054784.1000,3,2.789431,1,-1.685377,0.000000,0.000000,0.000000,0.000000,0
2021-02-23,sh.000993,6732.9006,6824.0764,6721.4990,6756.7180,6928513200,111872974332.3000,3,2.049780,1,-0.460775,0.000000,0.000000,0.000000,0.000000,0
2021-02-24,sh.000993,6768.0938,6859.4573,6661.6737,6732.2512,7612243300,132918127250.2000,3,2.251625,1,-0.362111,0.000000,0.000000,0.000000,0.000000,0
2021-02-25,sh.000993,6770.0417,6780.2284,6658.9722,6668.8729,6385217500,107258265998.9000,3,1.888606,1,-0.941413,0.000000,0.000000,0.000000,0.000000,0
2021-02-26,sh.000993,6545.2043,6654.7859,6539.0363,6589.1869,6338451400,107258909379.4000,3,1.874772,1,-1.194895,0.000000,0.000000,0.000000,0.000000,0
