date,code,open,high,low,close,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,isST
2021-02-01,sh.000805,3771.3933,3805.1144,3737.9950,3801.0012,3097148100,35234762139.2000,3,0.635776,1,0.927701,0.000000,0.000000,0.000000,0.000000,0
2021-02-02,sh.000805,3813.6645,3853.1149,3780.9080,3839.7658,2947689000,35533088824.3000,3,0.605096,1,1.019852,0.000000,0.000000,0.000000,0.000000,0
2021-02-03,sh.000805,3821.2165,3930.1186,3803.3535,3869.0059,3561314700,42134309813.5000,3,0.731053,1,0.761507,0.000000,0.000000,0.000000,0.000000,0
2021-02-04,sh.000805,3859.0652,3867.9247,3726.8561,3786.3520,3540965000,38779412808.3000,3,0.726876,1,-2.136308,0.000000,0.000000,0.000000,0.000000,0
2021-02-05,sh.000805,3782.9800,3808.9825,3665.1713,3666.2915,3174226300,37550553196.0000,3,0.000000,1,-3.170875,0.000000,0.000000,0.000000,0.000000,0
2021-02-08,sh.000805,3689.3257,3784.9845,3662.8865,3773.7162,2935197959,33626799245.0000,3,0.600842,1,-0.333720,0.000000,0.000000,0.000000,0.000000,0
2021-02-09,sh.000805,3803.1049,3926.9385,3803.1049,3917.7760,3378349232,37443407810.0000,3,0.692075,1,3.817452,0.000000,0.000000,0.000000,0.000000,0
2021-02-10,sh.000805,3918.2428,3990.3087,3882.9316,3974.8906,3628655027,41554063975.0000,3,0.743352,1,1.457832,0.000000,0.000000,0.000000,0.000000,0
2021-02-18,sh.000805,4207.0804,4219.6489,4152.0199,4213.9820,6348196228,63361545595.0000,3,1.296854,1,6.015044,0.000000,0.000000,0.000000,0.000000,0
2021-02-19,sh.000805,4199.7047,4295.4117,4146.7281,4281.8200,6746832865,72775294157.0000,3,1.382129,1,1.609831,0.000000,0.000000,0.000000,0.000000,0
2021-02-22,sh.000805,4398.0619,4618.2751,4398.0619,4494.7144,8812889356,96828985981.0000,3,1.805373,1,4.972054,0.000000,0.000000,0.000000,0.000000,0
2021-02-23,sh.000805,4462.1401,4550.0845,4428.3327,4455.3714,8443367606,89179219030.0000,3,1.729553,1,-0.875317,0.000000,0.000000,0.000000,0.000000,0
2021-02-24,sh.000805,4447.4454,4509.8404,4290.5664,4325.1869,6671869044,75813403497.0000,3,1.366655,1,-2.921967,0.000000,0.000000,0.000000,0.000000,0
2021-02-25,sh.000805,4446.9071,4459.8994,4301.9656,4320.7592,5853904234,63594892176.0000,3,1.199094,1,-0.102370,0.000000,0.000000,0.000000,0.000000,0
2021-02-26,sh.000805,4138.3154,4236.5294,4130.0750,4146.1583,5452427849,57670814361.0000,3,1.116854,1,-4.040977,0.000000,0.000000,0.000000,0.000000,0
